player_id,first_name,last_name,position,bats,throws,dob,height,weight,batting_average,earned_run_average,wins_above_replacement,on_base_percentage,fielding_percentage,slugging_percentage,location_lat,location_long
868,Edgar,Watts,1,switch,left,5/10/2003,70,149,0.346,3.93,6.4,0.319,0.962,0.409,30.51459548,-97.46745358
869,Max,Mejia,2,left,left,3/11/1996,69,170,0.264,,0.3,0.371,0.961,0.533,30.74676855,-97.42777094
870,Freddy,Davies,1,left,left,2/25/2001,77,145,0.249,2.32,9.7,0.332,0.983,0.366,30.52375038,-97.4065795
871,Wilson,James,1,left,left,4/26/2003,72,181,0.281,4.1,4.3,0.375,0.992,0.533,30.7632932,-97.53959349
872,Eden,Buck,1,switch,right,1/1/2002,67,250,0.316,2.16,3.8,0.368,0.954,0.44,30.48246458,-97.69553082
873,Lucas,Ritter,1,left,right,5/27/1997,77,172,0.246,4.33,9.1,0.324,0.957,0.411,30.50062352,-97.70110281
874,Lawrence,Alexander,1,right,left,12/4/1998,69,162,0.296,4.99,6.2,0.371,0.951,0.445,30.28367855,-97.25283153
875,Troy,Gonzales,9,right,left,11/2/2000,73,247,0.235,,0.5,0.305,0.982,0.492,30.34811748,-97.57930602
876,Jerimiah,Morris,2,right,left,12/5/2001,79,164,0.211,,0.5,0.334,0.961,0.517,30.29143886,-97.24844027
877,Chris,Li,5,right,left,7/16/2000,74,215,0.296,,6.4,0.369,0.966,0.389,30.56683409,-97.51597296
878,Oskar,Parsons,3,left,left,7/14/2003,70,140,0.242,,3.4,0.361,0.961,0.504,30.53302397,-97.63206321
879,Jax,Walton,1,switch,right,3/24/2001,67,158,0.308,4.1,7,0.314,0.993,0.396,30.57842465,-97.65208904
880,Harris,Christian,1,right,right,7/23/2003,65,231,0.338,2.15,0.1,0.37,0.978,0.455,30.52468662,-97.37340852
881,Harris,Sharp,1,right,right,9/5/2001,69,244,0.31,3.89,9.5,0.332,0.968,0.397,30.29058423,-97.38259049
882,Tom,Lin,8,left,left,1/30/2003,68,186,0.219,,5.8,0.301,0.996,0.532,30.50377116,-97.5777837
883,Ricky,Garrison,1,switch,right,12/13/2002,79,163,0.228,4.76,3.9,0.34,0.972,0.374,30.68582727,-97.60677608
884,Larry,Hodge,8,switch,right,1/21/1998,68,236,0.202,,1.1,0.355,0.957,0.548,30.63318923,-97.61705697
885,Tristin,Ruiz,4,right,left,11/5/2003,66,214,0.293,,5.5,0.327,0.974,0.467,30.72119008,-97.41484882
886,Braylon,Curry,1,right,right,10/22/1998,78,240,0.256,2.03,5.7,0.352,0.964,0.564,30.6092267,-97.68158716
887,Kira,Stout,7,switch,left,1/17/2001,71,149,0.288,,1.1,0.391,0.953,0.487,30.63016477,-97.39228033
888,Damian,Davis,1,right,right,12/23/1997,65,145,0.331,2.32,5.7,0.343,0.954,0.434,30.67316438,-97.70541838
889,Frazer,Smith,4,left,left,1/27/2001,79,143,0.235,,2.1,0.394,0.984,0.558,30.34805573,-97.51965651
890,Angus,Vincent,1,right,left,3/27/2002,66,142,0.314,4.74,5.7,0.306,0.961,0.531,30.67681617,-97.51171058
891,Andres,Frey,1,left,left,11/4/1995,73,214,0.334,4.77,1.8,0.399,0.968,0.405,30.74667273,-97.61473771
892,Clayton,Franklin,1,left,right,8/9/1997,75,204,0.303,4.96,3.4,0.338,0.999,0.388,30.5469577,-97.62601487
893,Lenard,Raymond,6,right,left,2/15/2000,66,228,0.33,,9.6,0.34,0.996,0.401,30.42779036,-97.38401532
894,Mauricio,Friedman,1,switch,left,2/25/2003,70,227,0.229,2.44,6.7,0.396,0.965,0.482,30.43617238,-97.25266252
895,Dario,Glover,6,left,left,1/24/2002,66,146,0.269,,5.3,0.34,0.998,0.496,30.29558283,-97.45216777
896,Kira,Knox,1,right,right,5/19/1995,76,225,0.231,3.6,5.3,0.389,0.991,0.455,30.32032524,-97.53207521
897,Jared,Booth,1,left,right,12/10/1999,68,186,0.326,2.83,1.1,0.386,0.982,0.509,30.5477391,-97.30935938
898,Angus,Arroyo,9,right,left,8/31/2001,76,151,0.272,,0.9,0.353,0.985,0.375,30.42520633,-97.32755581
899,Lukas,Spencer,8,switch,left,9/20/2003,79,171,0.308,,0.3,0.309,0.978,0.539,30.27132126,-97.27539847
900,Roy,Stephens,1,switch,right,1/5/1998,68,188,0.204,3.62,2.6,0.343,0.96,0.555,30.40494724,-97.37702209
901,Spencer,Byrd,4,left,left,2/4/1995,65,213,0.244,,5.7,0.364,0.964,0.52,30.61642077,-97.33951853
902,Kelly,Bradshaw,3,left,right,11/29/1998,70,198,0.207,,2.2,0.37,0.974,0.568,30.31560656,-97.32880379
903,Jacob,Ali,8,switch,left,4/22/2001,78,202,0.268,,2.8,0.314,1,0.421,30.29820537,-97.58780345
904,John,Davies,2,right,left,11/23/1998,76,225,0.303,,2.4,0.371,0.956,0.528,30.27313646,-97.43895083
905,Billy,Harding,1,right,right,10/9/2003,71,176,0.276,4.13,5.3,0.356,0.978,0.597,30.6094777,-97.40212881
906,Enzo,Valenzuela,1,right,right,8/11/2002,66,228,0.285,3.54,3,0.356,0.951,0.408,30.39378945,-97.29084081
907,Fritz,Robles,1,right,left,2/2/2003,69,151,0.292,3.46,6.4,0.385,0.961,0.494,30.54913574,-97.57433043
908,Henry,Holmes,1,left,left,1/31/2004,73,161,0.331,2.99,0.4,0.306,0.976,0.566,30.58149303,-97.54377224
909,Louis,Proctor,1,left,left,2/11/1997,71,214,0.238,4.09,7.1,0.307,0.972,0.388,30.73605442,-97.48678606
910,Travis,Drake,1,switch,left,8/2/1997,75,195,0.325,4.08,9,0.398,0.981,0.364,30.50445726,-97.53180044
911,Max,Odonnell,1,switch,left,4/9/1996,78,191,0.203,4.93,3.9,0.305,0.985,0.394,30.52102431,-97.55729499
912,Fritz,Hooper,1,left,right,6/20/1997,67,226,0.337,3.4,3.1,0.397,0.959,0.381,30.48529568,-97.25392406
913,Joey,Frey,3,switch,left,4/13/1995,78,174,0.212,,8.9,0.396,0.967,0.457,30.52564368,-97.26221364
914,Kamden,Vincent,1,switch,left,5/26/1995,73,212,0.307,4.33,2.2,0.339,0.974,0.572,30.45543364,-97.5491811
915,Imran,Rivers,1,left,left,7/20/1999,68,172,0.217,3.14,4.4,0.327,0.989,0.353,30.32774527,-97.70162351
916,Angus,Petersen,3,left,right,1/18/1996,76,187,0.303,,1.8,0.345,0.973,0.487,30.59882805,-97.34663475
917,Troy,Hays,1,switch,left,10/6/1995,71,185,0.273,4.73,9.7,0.388,0.976,0.43,30.55026045,-97.51658388
918,Joshua,Allison,9,right,left,8/27/1995,75,239,0.324,,4.2,0.33,0.984,0.49,30.4288671,-97.32730202
919,Andres,Watts,4,right,left,10/13/1998,72,166,0.346,,8.5,0.356,0.998,0.406,30.29810002,-97.72099974
920,Jacob,Bush,1,switch,left,5/2/1996,74,201,0.201,4.39,7.5,0.303,0.96,0.427,30.57057198,-97.48802913
921,Colten,Durham,1,left,left,1/25/2004,74,219,0.285,2.08,9.4,0.336,0.97,0.58,30.47713506,-97.61642922
922,Billy,Walters,2,switch,left,11/2/2000,65,215,0.318,,6.6,0.379,0.987,0.386,30.39415793,-97.38903694
923,Lenard,Phillips,2,switch,left,5/30/1996,67,148,0.259,,8.1,0.322,0.992,0.576,30.61749655,-97.55929526
924,Gauge,Knox,2,right,left,1/9/2001,68,186,0.215,,0.9,0.344,0.957,0.398,30.69683663,-97.48604614
925,Troy,Hutchinson,1,right,right,10/5/2000,66,181,0.236,2.68,5.7,0.327,0.954,0.576,30.31861932,-97.72299353
926,Frazer,Roman,1,left,right,9/13/2001,69,247,0.24,2.47,5,0.345,0.992,0.404,30.55875721,-97.59875197
927,Musa,Benitez,6,switch,right,5/14/1997,72,209,0.303,,9.2,0.35,0.955,0.487,30.51913797,-97.32276685
928,Spencer,Chambers,3,switch,right,5/17/1995,78,145,0.278,,1.7,0.353,0.981,0.447,30.31393797,-97.27419436
929,Hussain,Yang,1,right,left,5/25/1998,78,250,0.223,2.15,7.1,0.318,0.985,0.546,30.66095087,-97.73052131
930,Jamal,Franklin,2,left,right,11/25/1995,66,151,0.218,,7.6,0.316,0.976,0.5,30.39858402,-97.38735189
931,Theo,Friedman,3,switch,left,8/31/1996,78,151,0.248,,4.8,0.387,0.962,0.496,30.51615732,-97.31841571
932,Orion,Stephens,2,switch,right,12/7/2000,80,245,0.316,,3.7,0.307,0.993,0.498,30.48219225,-97.66171877
933,Faith,Spears,1,right,left,4/26/1998,66,193,0.32,2.89,4.1,0.364,0.979,0.361,30.74401581,-97.64873604
934,Erik,Wang,9,right,left,8/5/2001,74,181,0.208,,3.7,0.323,0.973,0.524,30.3717012,-97.63267201
935,Matt,Odonnell,2,right,right,8/17/1995,73,197,0.234,,8.7,0.355,0.99,0.538,30.70428255,-97.62647386
936,Frances,Duran,8,right,right,9/12/2002,70,242,0.333,,7.9,0.385,0.958,0.476,30.3803218,-97.34897535
937,Kian,Becker,3,left,right,10/5/1998,79,226,0.334,,6,0.365,0.973,0.365,30.42637131,-97.47538123
938,Kelly,Stevens,1,switch,left,5/26/1995,78,147,0.304,3.02,0.8,0.395,0.957,0.412,30.52171683,-97.30689006
939,Lachlan,Lawrence,9,left,left,12/3/1999,74,167,0.263,,1.7,0.344,0.954,0.594,30.40536433,-97.3618006
940,Jackson,Strickland,1,left,left,1/16/2004,71,211,0.252,2.25,7.9,0.338,0.974,0.49,30.43034282,-97.43455616
941,Lewis,Long,7,switch,left,1/10/2003,75,144,0.289,,3.7,0.335,0.996,0.43,30.66225658,-97.67508486
942,Matt,Holmes,1,switch,right,6/15/2003,71,184,0.259,2.1,9.1,0.382,0.978,0.593,30.34111213,-97.45554932
943,Gregory,Benitez,1,switch,right,1/20/2003,80,183,0.229,4.6,6.6,0.306,0.985,0.383,30.63465008,-97.70315059
944,Kye,Hutchinson,6,left,right,11/30/2002,79,154,0.345,,8.7,0.394,0.981,0.433,30.38122792,-97.67270586
945,Jovany,Jacobs,5,left,left,9/2/2003,79,199,0.225,,7.8,0.389,0.996,0.379,30.48338289,-97.64255049
946,Violet,Mayo,6,switch,right,5/5/2003,74,176,0.213,,8.2,0.333,0.986,0.427,30.74240515,-97.46616327
947,Kristian,Yang,1,left,right,8/14/1999,77,233,0.318,3.07,4.2,0.397,0.95,0.42,30.49160787,-97.54414634
948,Jonathan,Colon,1,switch,left,5/21/1996,68,199,0.323,4.24,10,0.304,0.952,0.488,30.52719184,-97.54861705
949,Ariel,Fox,3,right,left,2/20/2002,80,182,0.344,,0.3,0.381,0.992,0.398,30.40682036,-97.71991369
950,Gethin,Odonnell,9,right,left,1/3/2004,66,222,0.348,,3.7,0.316,0.972,0.517,30.70852473,-97.54171213
951,Robert,Durham,7,left,left,4/3/1998,77,155,0.211,,6.8,0.312,0.996,0.595,30.30688104,-97.40802549
952,Henry,Jensen,6,left,left,11/27/2002,68,184,0.349,,4.5,0.337,0.972,0.562,30.45998533,-97.64430015
953,Shawn,Forbes,3,switch,right,6/24/1995,66,225,0.209,,2.6,0.396,0.967,0.397,30.49835061,-97.35689425
954,Gethin,Lin,2,right,right,8/23/2002,69,246,0.283,,9.7,0.337,0.992,0.511,30.61729308,-97.26085652
955,Kian,Hammond,2,switch,left,4/20/2001,70,157,0.298,,2.3,0.304,0.998,0.389,30.42549481,-97.55937597
956,Kaiden,Cobb,1,right,left,4/3/2001,68,175,0.333,4.37,7.7,0.359,0.985,0.561,30.5801046,-97.49869668
957,John,Woods,4,switch,right,9/26/2003,73,219,0.304,,0.2,0.36,0.999,0.552,30.34207603,-97.56748745
958,Colten,Barry,5,right,left,4/14/1995,71,147,0.223,,3.3,0.354,0.973,0.475,30.39249954,-97.45547087
959,Charlie,Wood,2,left,right,2/10/2001,76,179,0.231,,8.5,0.35,0.989,0.584,30.26954665,-97.69985131
960,Spencer,last_name,1,left,left,9/7/1999,67,216,0.278,4.5,6.3,0.359,0.97,0.355,30.58857154,-97.46655312
961,Chris,Webster,2,switch,right,4/19/2001,79,191,0.265,,3.9,0.388,0.968,0.547,30.33631569,-97.28157252
962,Andy,Davila,8,left,left,1/29/2002,78,192,0.323,,9.3,0.341,0.964,0.384,30.55310274,-97.4993115
963,Tomos,Orozco,1,right,left,8/18/1999,80,145,0.3,2.12,3.8,0.393,0.962,0.452,30.75763616,-97.63543574
964,Jakob,Walters,5,right,left,9/23/1995,69,210,0.276,,0.9,0.302,0.957,0.487,30.64550344,-97.34880858
965,Kye,Lawrence,1,switch,left,10/14/2002,66,182,0.204,2.26,9.1,0.396,0.98,0.424,30.45850505,-97.36401797
966,Lloyd,Booker,3,switch,right,1/29/1999,68,169,0.286,,9.6,0.311,0.979,0.455,30.45924879,-97.62234939
967,Winston,Walter,1,left,left,9/12/1996,80,173,0.279,4.53,5.7,0.391,0.98,0.45,30.58302626,-97.37348518
968,Terry,Greene,4,left,right,1/28/1996,69,165,0.275,,1.3,0.386,0.992,0.525,30.38651266,-97.43785857
969,Jan,Forbes,1,switch,right,5/22/2002,73,234,0.267,4.79,5.3,0.347,0.974,0.594,30.45956035,-97.71748752
970,Demetrius,Michael,9,switch,right,1/17/1995,78,203,0.215,,8.8,0.361,0.953,0.489,30.45241566,-97.71826134
971,Jamal,Sweeney,1,right,right,7/26/1999,69,203,0.279,3.51,3.6,0.361,0.984,0.572,30.5763316,-97.67468463
972,Jude,Harding,7,right,left,8/27/1999,65,177,0.208,,9,0.327,0.991,0.508,30.70808985,-97.55385316
973,Jim,Hester,1,left,right,8/9/1997,68,148,0.246,3.74,4.5,0.348,0.957,0.542,30.51609184,-97.46348799
974,Rylee,Wood,2,switch,right,7/11/2001,74,165,0.343,,8.2,0.387,0.972,0.459,30.39254451,-97.46391449
975,Harris,Atkinson,1,right,right,12/6/1997,75,238,0.326,3.01,9,0.37,0.952,0.381,30.4179158,-97.63604605
976,Ayaan,Fitzpatrick,9,switch,right,1/21/2003,67,233,0.242,,6,0.376,0.963,0.395,30.44654586,-97.63061552
977,Bryant,Glover,7,switch,right,10/4/1996,65,194,0.223,,8.3,0.377,0.995,0.578,30.47602204,-97.2748374
978,Mario,Mueller,1,switch,left,12/19/2001,65,184,0.3,3.83,9.6,0.37,0.995,0.389,30.33650254,-97.27534442
979,Aarav,Vincent,1,switch,right,4/9/1998,67,233,0.302,2.71,7,0.338,0.993,0.473,30.59800863,-97.51057257
980,Charley,Jensen,4,left,right,4/26/2000,71,146,0.211,,9.5,0.307,0.95,0.421,30.55963962,-97.49544468
981,Fritz,Cantrell,1,left,right,12/9/2000,76,212,0.295,2.44,3.9,0.341,0.984,0.442,30.44221852,-97.58416364
982,Travis,Stark,4,right,left,6/22/2002,66,158,0.33,,3.4,0.375,0.976,0.545,30.4270712,-97.72788545
983,Orion,Rosario,5,left,right,3/13/1995,68,231,0.292,,3.5,0.368,0.994,0.428,30.39675399,-97.52263395
984,Oscar,Roman,1,right,left,9/26/2003,80,172,0.205,4.83,7.6,0.352,0.995,0.417,30.40675779,-97.73082125
985,Tom,Perry,4,left,left,6/2/1998,77,239,0.23,,5.1,0.353,0.986,0.372,30.55535563,-97.45788543
986,Rodolfo,Vang,1,right,right,6/11/2003,67,212,0.299,2.81,5.9,0.341,0.988,0.384,30.76538117,-97.72298209
987,Louis,Arroyo,1,left,left,7/15/1997,79,233,0.295,2.43,0.5,0.338,0.963,0.506,30.66219725,-97.51587671
988,Claude,Carey,5,left,right,12/26/1998,74,192,0.298,,2.9,0.326,0.996,0.386,30.57038913,-97.63642958
989,Mohammed,Ballard,3,right,left,5/25/2003,72,207,0.292,,7.3,0.384,0.957,0.585,30.54682319,-97.47949133
990,Gavin,Arroyo,1,right,left,10/17/1999,67,160,0.295,3.53,2.1,0.368,0.968,0.503,30.32871992,-97.53846138
991,Zachary,Fitzgerald,1,left,right,2/8/1995,68,183,0.211,4.91,0.6,0.304,0.973,0.552,30.27055648,-97.66901885
992,Mack,Shaffer,1,right,left,4/5/2001,80,161,0.282,2.53,7.2,0.378,0.989,0.526,30.54806196,-97.30310624
993,Andre,Mckenzie,4,right,left,6/10/2002,78,232,0.326,,2.9,0.315,0.977,0.367,30.34547909,-97.53867584
994,Mack,Christian,4,right,left,11/2/1996,78,225,0.275,,1.8,0.331,0.974,0.51,30.35704201,-97.71843279
995,Salvatore,Vang,1,right,right,2/24/2000,79,149,0.237,4.64,1,0.34,0.984,0.588,30.57092281,-97.7369848
996,Edgar,Hughes,1,left,left,5/28/1998,73,250,0.325,4.49,0.4,0.318,0.99,0.548,30.76153028,-97.46421737
997,Savion,Greene,1,switch,left,2/16/1995,69,212,0.202,4.42,6.5,0.389,0.992,0.353,30.70617383,-97.36597396
998,Demetrius,Herrera,5,switch,right,10/21/2001,75,183,0.284,,2.8,0.332,0.96,0.587,30.34890815,-97.41972798
999,Cayden,Black,2,right,right,3/19/1995,66,162,0.234,,4,0.333,0.975,0.459,30.6260542,-97.69737902
1000,Lenard,Warren,4,switch,right,4/8/2000,73,155,0.341,,5.9,0.35,0.994,0.424,30.41181727,-97.68328107
